Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,202,-,-,-,-
ACQUAPPESA,317,-,-,-,-
ACRI,3633,33,-,-,-
AIELLO CALABRO,303,-,-,-,-
AIETA,47,-,-,-,-
ALBIDONA,322,-,-,-,-
ALESSANDRIA DEL CARRETTO,44,-,-,-,-
ALTILIA,179,-,-,-,-
ALTOMONTE,816,-,-,-,-
ALTRA ASP,1043,14,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,4235,25,-,-,-
AMENDOLARA,286,-,-,-,-
APRIGLIANO,558,10,-,-,-
BELMONTE CALABRO,382,-,-,-,-
BELSITO,240,-,-,-,-
BELVEDERE MARITTIMO,1644,10,-,-,-
BIANCHI,347,-,-,-,-
BISIGNANO,1981,19,-,-,-
BOCCHIGLIERO,133,7,-,-,-
BONIFATI,378,7,-,-,-
BUONVICINO,304,-,-,-,-
CALOPEZZATI,467,-,-,-,-
CALOVETO,352,-,-,-,-
CAMPANA,281,7,-,-,-
CANNA,131,-,-,-,-
CARIATI,1218,15,-,-,-
CAROLEI,647,-,-,-,-
CARPANZANO,25,-,-,-,-
CASALI DEL MANCO,2492,21,-,-,-
CASSANO ALLO IONIO,3828,30,-,-,-
CASTIGLIONE COSENTINO,820,8,-,-,-
CASTROLIBERO,2350,17,-,-,-
CASTROREGIO,44,-,-,-,-
CASTROVILLARI,3864,30,-,-,-
CELICO,499,7,-,-,-
CELLARA,104,-,-,-,-
CERCHIARA DI CALABRIA,451,8,-,-,-
CERISANO,712,-,-,-,-
CERVICATI,161,-,-,-,-
CERZETO,307,-,-,-,-
CETRARO,2284,24,-,-,-
CIVITA,64,-,-,-,-
CLETO,256,-,-,-,-
COLOSIMI,347,-,-,-,-
CORIGLIANO-ROSSANO,21035,162,-,-,-
COSENZA,16993,147,-,-,-
CROPALATI,220,-,-,-,-
CROSIA,2515,16,-,-,-
DIAMANTE,792,6,-,-,-
DIPIGNANO,1104,9,-,-,-
DOMANICO,285,-,-,-,-
FAGNANO CASTELLO,419,6,-,-,-
FALCONARA ALBANESE,277,-,-,-,-
FIGLINE VEGLIATURO,341,-,-,-,-
FIRMO,311,-,-,-,-
FIUMEFREDDO BRUZIO,744,-,-,-,-
FRANCAVILLA MARITTIMA,610,-,-,-,-
FRASCINETO,416,-,-,-,-
FUSCALDO,1817,8,-,-,-
GRIMALDI,400,-,-,-,-
GRISOLIA,468,-,-,-,-
GUARDIA PIEMONTESE,378,-,-,-,-
LAGO,557,-,-,-,-
LAINO BORGO,420,-,-,-,-
LAINO CASTELLO,167,-,-,-,-
LAPPANO,170,-,-,-,-
LATTARICO,957,6,-,-,-
LONGOBARDI,495,23,-,-,-
LONGOBUCCO,728,-,-,-,-
LUNGRO,333,6,-,-,-
LUZZI,2083,17,-,-,-
MAIERA',200,-,-,-,-
MALITO,152,-,-,-,-
MALVITO,283,8,-,-,-
MANDATORICCIO,528,-,-,-,-
MANGONE,466,-,-,-,-
MARANO MARCHESATO,911,8,-,-,-
MARANO PRINCIPATO,663,-,-,-,-
MARZI,220,-,-,-,-
MENDICINO,2362,9,-,-,-
MONGRASSANO,433,6,-,-,-
MONTALTO UFFUGO,6236,26,-,-,-
MONTEGIORDANO,365,-,-,-,-
MORANO CALABRO,301,10,-,-,-
MORMANNO,253,9,-,-,-
MOTTAFOLLONE,154,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,144,-,-,-,-
ORSOMARSO,235,-,-,-,-
PALUDI,193,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3334,31,-,-,-
PAPASIDERO,36,-,-,-,-
PARENTI,544,-,-,-,-
PATERNO CALABRO,369,-,-,-,-
PEDIVIGLIANO,186,-,-,-,-
PIANE CRATI,322,-,-,-,-
PIETRAFITTA,200,-,-,-,-
PIETRAPAOLA,267,-,-,-,-
PLATACI,85,-,-,-,-
PRAIA A MARE,990,7,-,-,-
RENDE,10099,53,-,-,-
ROCCA IMPERIALE,351,-,-,-,-
ROGGIANO GRAVINA,1350,16,-,-,-
ROGLIANO,1346,11,-,-,-
ROSE,1062,8,-,-,-
ROSETO CAPO SPULICO,187,-,-,-,-
ROTA GRECA,207,-,-,-,-
ROVITO,468,-,-,-,-
SAN BASILE,119,-,-,-,-
SAN BENEDETTO ULLANO,269,-,-,-,-
SAN COSMO ALBANESE,183,6,-,-,-
SAN DEMETRIO CORONE,612,-,-,-,-
SAN DONATO DI NINEA,242,-,-,-,-
SAN FILI,500,6,-,-,-
SAN GIORGIO ALBANESE,308,6,-,-,-
SAN GIOVANNI IN FIORE,3868,33,-,-,-
SAN LORENZO BELLIZZI,73,-,-,-,-
SAN LORENZO DEL VALLO,446,-,-,-,-
SAN LUCIDO,914,9,-,-,-
SAN MARCO ARGENTANO,1568,7,-,-,-
SAN MARTINO DI FINITA,216,-,-,-,-
SAN NICOLA ARCELLA,269,-,-,-,-
SAN PIETRO IN AMANTEA,124,-,-,-,-
SAN PIETRO IN GUARANO,949,9,-,-,-
SAN SOSTI,345,7,-,-,-
SAN VINCENZO LA COSTA,604,-,-,-,-
SANGINETO,159,-,-,-,-
SANTA CATERINA ALBANESE,108,-,-,-,-
SANTA DOMENICA TALAO,74,-,-,-,-
SANTA MARIA DEL CEDRO,783,-,-,-,-
SANTA SOFIA D'EPIRO,262,7,-,-,-
SANT'AGATA DI ESARO,122,-,-,-,-
SANTO STEFANO DI ROGLIANO,581,-,-,-,-
SARACENA,825,6,-,-,-
SCALA COELI,40,-,-,-,-
SCALEA,2127,8,-,-,-
SCIGLIANO,173,-,-,-,-
SERRA D'AIELLO,147,-,-,-,-
SPEZZANO ALBANESE,1166,19,-,-,-
SPEZZANO DELLA SILA,891,14,-,-,-
TARSIA,397,-,-,-,-
TERRANOVA DA SIBARI,953,12,-,-,-
TERRAVECCHIA,92,-,-,-,-
TORANO CASTELLO,906,20,-,-,-
TORTORA,804,9,-,-,-
TREBISACCE,1742,15,-,-,-
VACCARIZZO ALBANESE,226,-,-,-,-
VERBICARO,226,6,-,-,-
VILLAPIANA,810,-,-,-,-
ZUMPANO,779,-,-,-,-
