Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,187,-,-,-,-
ACQUAPPESA,261,-,-,-,-
ACRI,3044,30,-,-,-
AIELLO CALABRO,252,-,-,-,-
AIETA,32,-,-,-,-
ALBIDONA,249,-,-,-,-
ALESSANDRIA DEL CARRETTO,32,-,-,-,-
ALTILIA,166,-,-,-,-
ALTOMONTE,749,-,-,-,-
ALTRA ASP,999,12,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,3551,24,-,-,-
AMENDOLARA,242,-,-,-,-
APRIGLIANO,495,10,-,-,-
BELMONTE CALABRO,317,-,-,-,-
BELSITO,203,-,-,-,-
BELVEDERE MARITTIMO,1358,10,-,-,-
BIANCHI,272,-,-,-,-
BISIGNANO,1742,17,-,-,-
BOCCHIGLIERO,125,7,-,-,-
BONIFATI,308,6,-,-,-
BUONVICINO,267,-,-,-,-
CALOPEZZATI,340,-,-,-,-
CALOVETO,287,-,-,-,-
CAMPANA,265,7,-,-,-
CANNA,75,-,-,-,-
CARIATI,1017,13,-,-,-
CAROLEI,559,-,-,-,-
CARPANZANO,15,-,-,-,-
CASALI DEL MANCO,2160,20,-,-,-
CASSANO ALLO IONIO,3232,29,-,-,-
CASTIGLIONE COSENTINO,697,8,-,-,-
CASTROLIBERO,2061,16,-,-,-
CASTROREGIO,42,-,-,-,-
CASTROVILLARI,3265,26,-,-,-
CELICO,460,7,-,-,-
CELLARA,97,-,-,-,-
CERCHIARA DI CALABRIA,335,-,-,-,-
CERISANO,573,-,-,-,-
CERVICATI,145,-,-,-,-
CERZETO,262,-,-,-,-
CETRARO,1843,20,-,-,-
CIVITA,55,-,-,-,-
CLETO,213,-,-,-,-
COLOSIMI,258,-,-,-,-
CORIGLIANO-ROSSANO,17407,154,-,-,-
COSENZA,14897,133,-,-,-
CROPALATI,179,-,-,-,-
CROSIA,2068,15,-,-,-
DIAMANTE,581,-,-,-,-
DIPIGNANO,955,8,-,-,-
DOMANICO,233,-,-,-,-
FAGNANO CASTELLO,350,-,-,-,-
FALCONARA ALBANESE,241,-,-,-,-
FIGLINE VEGLIATURO,275,-,-,-,-
FIRMO,240,-,-,-,-
FIUMEFREDDO BRUZIO,621,-,-,-,-
FRANCAVILLA MARITTIMA,503,-,-,-,-
FRASCINETO,344,-,-,-,-
FUSCALDO,1516,8,-,-,-
GRIMALDI,345,-,-,-,-
GRISOLIA,419,-,-,-,-
GUARDIA PIEMONTESE,282,-,-,-,-
LAGO,497,-,-,-,-
LAINO BORGO,351,-,-,-,-
LAINO CASTELLO,146,-,-,-,-
LAPPANO,153,-,-,-,-
LATTARICO,845,6,-,-,-
LONGOBARDI,408,20,-,-,-
LONGOBUCCO,599,-,-,-,-
LUNGRO,302,6,-,-,-
LUZZI,1845,16,-,-,-
MAIERA',184,-,-,-,-
MALITO,105,-,-,-,-
MALVITO,239,7,-,-,-
MANDATORICCIO,465,-,-,-,-
MANGONE,396,-,-,-,-
MARANO MARCHESATO,785,8,-,-,-
MARANO PRINCIPATO,578,-,-,-,-
MARZI,203,-,-,-,-
MENDICINO,2087,7,-,-,-
MONGRASSANO,381,-,-,-,-
MONTALTO UFFUGO,5340,22,-,-,-
MONTEGIORDANO,312,-,-,-,-
MORANO CALABRO,287,9,-,-,-
MORMANNO,226,8,-,-,-
MOTTAFOLLONE,139,-,-,-,-
NOCARA,36,-,-,-,-
ORIOLO,136,-,-,-,-
ORSOMARSO,205,-,-,-,-
PALUDI,149,-,-,-,-
PANETTIERI,36,-,-,-,-
PAOLA,2731,28,-,-,-
PAPASIDERO,33,-,-,-,-
PARENTI,503,-,-,-,-
PATERNO CALABRO,331,-,-,-,-
PEDIVIGLIANO,146,-,-,-,-
PIANE CRATI,287,-,-,-,-
PIETRAFITTA,169,-,-,-,-
PIETRAPAOLA,208,-,-,-,-
PLATACI,76,-,-,-,-
PRAIA A MARE,715,7,-,-,-
RENDE,8729,49,-,-,-
ROCCA IMPERIALE,330,-,-,-,-
ROGGIANO GRAVINA,1152,13,-,-,-
ROGLIANO,1241,9,-,-,-
ROSE,925,8,-,-,-
ROSETO CAPO SPULICO,156,-,-,-,-
ROTA GRECA,171,-,-,-,-
ROVITO,410,-,-,-,-
SAN BASILE,98,-,-,-,-
SAN BENEDETTO ULLANO,246,-,-,-,-
SAN COSMO ALBANESE,148,6,-,-,-
