Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,142,-,-,-,-
ACQUAPPESA,178,-,-,-,-
ACRI,2259,28,-,-,-
AIELLO CALABRO,137,-,-,-,-
AIETA,12,-,-,-,-
ALBIDONA,182,-,-,-,-
ALESSANDRIA DEL CARRETTO,23,-,-,-,-
ALTILIA,116,-,-,-,-
ALTOMONTE,617,-,-,-,-
ALTRA ASP,909,10,-,-,-
ALTRA REGIONE,598,11,-,-,-
AMANTEA,2477,21,-,-,-
AMENDOLARA,213,-,-,-,-
APRIGLIANO,422,10,-,-,-
BELMONTE CALABRO,229,-,-,-,-
BELSITO,170,-,-,-,-
BELVEDERE MARITTIMO,1043,10,-,-,-
BIANCHI,232,-,-,-,-
BISIGNANO,1397,17,-,-,-
BOCCHIGLIERO,119,7,-,-,-
BONIFATI,217,-,-,-,-
BUONVICINO,179,-,-,-,-
CALOPEZZATI,205,-,-,-,-
CALOVETO,205,-,-,-,-
CAMPANA,236,6,-,-,-
CANNA,64,-,-,-,-
CARIATI,803,12,-,-,-
CAROLEI,420,-,-,-,-
CARPANZANO,12,-,-,-,-
CASALI DEL MANCO,1716,20,-,-,-
CASSANO ALLO IONIO,2543,29,-,-,-
CASTIGLIONE COSENTINO,494,-,-,-,-
CASTROLIBERO,1626,14,-,-,-
CASTROREGIO,16,-,-,-,-
CASTROVILLARI,2448,25,-,-,-
CELICO,421,7,-,-,-
CELLARA,83,-,-,-,-
CERCHIARA DI CALABRIA,225,-,-,-,-
CERISANO,472,-,-,-,-
CERVICATI,114,-,-,-,-
CERZETO,222,-,-,-,-
CETRARO,1463,19,-,-,-
CIVITA,42,-,-,-,-
CLETO,115,-,-,-,-
COLOSIMI,183,-,-,-,-
CORIGLIANO-ROSSANO,13698,150,-,-,-
COSENZA,11695,122,-,-,-
CROPALATI,135,-,-,-,-
CROSIA,1462,13,-,-,-
DIAMANTE,325,-,-,-,-
DIPIGNANO,773,8,-,-,-
DOMANICO,173,-,-,-,-
FAGNANO CASTELLO,291,-,-,-,-
FALCONARA ALBANESE,209,-,-,-,-
FIGLINE VEGLIATURO,218,-,-,-,-
FIRMO,170,-,-,-,-
FIUMEFREDDO BRUZIO,464,-,-,-,-
FRANCAVILLA MARITTIMA,364,-,-,-,-
FRASCINETO,259,-,-,-,-
FUSCALDO,1202,8,-,-,-
GRIMALDI,209,-,-,-,-
GRISOLIA,347,-,-,-,-
GUARDIA PIEMONTESE,176,-,-,-,-
LAGO,336,-,-,-,-
LAINO BORGO,244,-,-,-,-
LAINO CASTELLO,117,-,-,-,-
LAPPANO,122,-,-,-,-
LATTARICO,645,6,-,-,-
LONGOBARDI,269,17,-,-,-
LONGOBUCCO,443,-,-,-,-
LUNGRO,219,6,-,-,-
LUZZI,1419,14,-,-,-
MAIERA',103,-,-,-,-
MALITO,81,-,-,-,-
MALVITO,181,6,-,-,-
MANDATORICCIO,415,-,-,-,-
MANGONE,313,-,-,-,-
MARANO MARCHESATO,588,8,-,-,-
MARANO PRINCIPATO,445,-,-,-,-
MARZI,182,-,-,-,-
MENDICINO,1604,6,-,-,-
MONGRASSANO,292,-,-,-,-
MONTALTO UFFUGO,4064,22,-,-,-
MONTEGIORDANO,209,-,-,-,-
MORANO CALABRO,263,9,-,-,-
MORMANNO,193,8,-,-,-
MOTTAFOLLONE,96,-,-,-,-
NOCARA,34,-,-,-,-
ORIOLO,112,-,-,-,-
ORSOMARSO,153,-,-,-,-
PALUDI,109,-,-,-,-
PANETTIERI,18,-,-,-,-
PAOLA,1918,24,-,-,-
PAPASIDERO,29,-,-,-,-
PARENTI,388,-,-,-,-
PATERNO CALABRO,283,-,-,-,-
PEDIVIGLIANO,107,-,-,-,-
PIANE CRATI,244,-,-,-,-
PIETRAFITTA,149,-,-,-,-
PIETRAPAOLA,159,-,-,-,-
PLATACI,65,-,-,-,-
PRAIA A MARE,476,7,-,-,-
RENDE,6726,46,-,-,-
ROCCA IMPERIALE,287,-,-,-,-
ROGGIANO GRAVINA,988,13,-,-,-
ROGLIANO,1010,8,-,-,-
ROSE,715,8,-,-,-
ROSETO CAPO SPULICO,146,-,-,-,-
ROTA GRECA,132,-,-,-,-
ROVITO,373,-,-,-,-
SAN BASILE,73,-,-,-,-
SAN BENEDETTO ULLANO,217,-,-,-,-
SAN COSMO ALBANESE,128,6,-,-,-
SAN DEMETRIO CORONE,299,-,-,-,-
SAN DONATO DI NINEA,143,-,-,-,-
SAN FILI,372,-,-,-,-
SAN GIORGIO ALBANESE,130,-,-,-,-
SAN GIOVANNI IN FIORE,2843,32,-,-,-
SAN LORENZO BELLIZZI,37,-,-,-,-
SAN LORENZO DEL VALLO,305,-,-,-,-
SAN LUCIDO,677,8,-,-,-
SAN MARCO ARGENTANO,1048,7,-,-,-
SAN MARTINO DI FINITA,126,-,-,-,-
SAN NICOLA ARCELLA,190,-,-,-,-
SAN PIETRO IN AMANTEA,50,-,-,-,-
SAN PIETRO IN GUARANO,574,8,-,-,-
SAN SOSTI,228,7,-,-,-
SAN VINCENZO LA COSTA,372,-,-,-,-
SANGINETO,120,-,-,-,-
SANTA CATERINA ALBANESE,74,-,-,-,-
SANTA DOMENICA TALAO,53,-,-,-,-
SANTA MARIA DEL CEDRO,553,-,-,-,-
SANTA SOFIA D'EPIRO,170,7,-,-,-
SANT'AGATA DI ESARO,107,-,-,-,-
SANTO STEFANO DI ROGLIANO,407,-,-,-,-
SARACENA,524,-,-,-,-
SCALA COELI,31,-,-,-,-
SCALEA,1262,8,-,-,-
SCIGLIANO,105,-,-,-,-
SERRA D'AIELLO,88,-,-,-,-
SPEZZANO ALBANESE,858,16,-,-,-
SPEZZANO DELLA SILA,659,13,-,-,-
TARSIA,208,-,-,-,-
TERRANOVA DA SIBARI,814,12,-,-,-
TERRAVECCHIA,44,-,-,-,-
TORANO CASTELLO,666,19,-,-,-
TORTORA,449,7,-,-,-
TREBISACCE,991,11,-,-,-
VACCARIZZO ALBANESE,130,-,-,-,-
VERBICARO,195,6,-,-,-
VILLAPIANA,560,-,-,-,-
ZUMPANO,569,-,-,-,-
