Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,199,-,-,-,-
ACQUAPPESA,297,-,-,-,-
ACRI,3431,33,-,-,-
AIELLO CALABRO,295,-,-,-,-
AIETA,42,-,-,-,-
ALBIDONA,272,-,-,-,-
ALESSANDRIA DEL CARRETTO,41,-,-,-,-
ALTILIA,176,-,-,-,-
ALTOMONTE,811,-,-,-,-
ALTRA ASP,1032,14,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,4039,24,-,-,-
AMENDOLARA,277,-,-,-,-
APRIGLIANO,548,10,-,-,-
BELMONTE CALABRO,360,-,-,-,-
BELSITO,233,-,-,-,-
BELVEDERE MARITTIMO,1572,10,-,-,-
BIANCHI,324,-,-,-,-
BISIGNANO,1919,19,-,-,-
BOCCHIGLIERO,130,7,-,-,-
BONIFATI,369,7,-,-,-
BUONVICINO,287,-,-,-,-
CALOPEZZATI,433,-,-,-,-
CALOVETO,347,-,-,-,-
CAMPANA,278,7,-,-,-
CANNA,114,-,-,-,-
CARIATI,1171,14,-,-,-
CAROLEI,630,-,-,-,-
CARPANZANO,24,-,-,-,-
CASALI DEL MANCO,2432,21,-,-,-
CASSANO ALLO IONIO,3716,30,-,-,-
CASTIGLIONE COSENTINO,802,8,-,-,-
CASTROLIBERO,2281,17,-,-,-
CASTROREGIO,42,-,-,-,-
CASTROVILLARI,3755,30,-,-,-
CELICO,484,7,-,-,-
CELLARA,99,-,-,-,-
CERCHIARA DI CALABRIA,436,8,-,-,-
CERISANO,688,-,-,-,-
CERVICATI,155,-,-,-,-
CERZETO,298,-,-,-,-
CETRARO,2136,23,-,-,-
CIVITA,60,-,-,-,-
CLETO,239,-,-,-,-
COLOSIMI,310,-,-,-,-
CORIGLIANO-ROSSANO,20417,162,-,-,-
COSENZA,16562,143,-,-,-
CROPALATI,214,-,-,-,-
CROSIA,2431,16,-,-,-
DIAMANTE,746,6,-,-,-
DIPIGNANO,1076,8,-,-,-
DOMANICO,278,-,-,-,-
FAGNANO CASTELLO,407,6,-,-,-
FALCONARA ALBANESE,265,-,-,-,-
FIGLINE VEGLIATURO,331,-,-,-,-
FIRMO,293,-,-,-,-
