Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,212,-,-,-,-
ACQUAPPESA,402,-,-,-,-
ACRI,4202,36,-,-,-
AIELLO CALABRO,352,-,-,-,-
AIETA,69,-,-,-,-
ALBIDONA,390,-,-,-,-
ALESSANDRIA DEL CARRETTO,52,-,-,-,-
ALTILIA,215,-,-,-,-
ALTOMONTE,1001,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,4912,26,-,-,-
AMENDOLARA,318,-,-,-,-
APRIGLIANO,631,11,-,-,-
BELMONTE CALABRO,464,-,-,-,-
BELSITO,269,-,-,-,-
BELVEDERE MARITTIMO,1925,10,-,-,-
BIANCHI,396,-,-,-,-
BISIGNANO,2279,21,-,-,-
BOCCHIGLIERO,145,7,-,-,-
BONIFATI,417,7,-,-,-
BUONVICINO,373,-,-,-,-
CALOPEZZATI,501,-,-,-,-
CALOVETO,380,-,-,-,-
CAMPANA,310,7,-,-,-
CANNA,144,-,-,-,-
CARIATI,1256,16,-,-,-
CAROLEI,850,-,-,-,-
CARPANZANO,30,-,-,-,-
CASALI DEL MANCO,2900,25,-,-,-
CASSANO ALLO IONIO,4336,30,-,-,-
CASTIGLIONE COSENTINO,1007,10,-,-,-
CASTROLIBERO,2812,18,-,-,-
CASTROREGIO,47,-,-,-,-
CASTROVILLARI,4588,34,-,-,-
CELICO,606,8,-,-,-
CELLARA,137,-,-,-,-
CERCHIARA DI CALABRIA,487,10,-,-,-
CERISANO,874,-,-,-,-
CERVICATI,198,-,-,-,-
CERZETO,337,-,-,-,-
CETRARO,2567,25,-,-,-
CIVITA,72,-,-,-,-
CLETO,307,-,-,-,-
COLOSIMI,421,-,-,-,-
CORIGLIANO-ROSSANO,23611,167,-,-,-
COSENZA,20452,163,-,-,-
CROPALATI,252,-,-,-,-
CROSIA,2751,17,-,-,-
DIAMANTE,948,8,-,-,-
DIPIGNANO,1385,12,-,-,-
DOMANICO,394,-,-,-,-
FAGNANO CASTELLO,477,6,-,-,-
FALCONARA ALBANESE,358,-,-,-,-
FIGLINE VEGLIATURO,377,-,-,-,-
FIRMO,359,-,-,-,-
FIUMEFREDDO BRUZIO,965,-,-,-,-
FRANCAVILLA MARITTIMA,676,-,-,-,-
FRASCINETO,475,-,-,-,-
FUSCALDO,2067,8,-,-,-
GRIMALDI,479,-,-,-,-
GRISOLIA,508,-,-,-,-
GUARDIA PIEMONTESE,472,-,-,-,-
LAGO,691,-,-,-,-
LAINO BORGO,470,-,-,-,-
LAINO CASTELLO,185,-,-,-,-
LAPPANO,189,-,-,-,-
LATTARICO,1119,6,-,-,-
LONGOBARDI,581,23,-,-,-
LONGOBUCCO,797,-,-,-,-
LUNGRO,376,6,-,-,-
LUZZI,2427,17,-,-,-
MAIERA',257,-,-,-,-
MALITO,209,-,-,-,-
MALVITO,368,8,-,-,-
MANDATORICCIO,565,-,-,-,-
MANGONE,544,-,-,-,-
MARANO MARCHESATO,1077,8,-,-,-
MARANO PRINCIPATO,809,-,-,-,-
MARZI,253,-,-,-,-
MENDICINO,2905,9,-,-,-
MONGRASSANO,512,6,-,-,-
MONTALTO UFFUGO,7308,29,-,-,-
MONTEGIORDANO,399,-,-,-,-
MORANO CALABRO,476,10,-,-,-
MORMANNO,277,11,-,-,-
MOTTAFOLLONE,199,-,-,-,-
NOCARA,51,-,-,-,-
ORIOLO,157,-,-,-,-
ORSOMARSO,260,-,-,-,-
PALUDI,230,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3956,36,-,-,-
PAPASIDERO,41,-,-,-,-
PARENTI,584,-,-,-,-
PATERNO CALABRO,444,-,-,-,-
PEDIVIGLIANO,212,-,-,-,-
PIANE CRATI,376,-,-,-,-
PIETRAFITTA,227,-,-,-,-
PIETRAPAOLA,293,-,-,-,-
PLATACI,96,-,-,-,-
PRAIA A MARE,1158,7,-,-,-
RENDE,12352,57,-,-,-
ROCCA IMPERIALE,373,-,-,-,-
ROGGIANO GRAVINA,1538,18,-,-,-
ROGLIANO,1564,11,-,-,-
ROSE,1232,8,-,-,-
ROSETO CAPO SPULICO,201,-,-,-,-
ROTA GRECA,252,-,-,-,-
ROVITO,527,-,-,-,-
SAN BASILE,141,-,-,-,-
SAN BENEDETTO ULLANO,290,-,-,-,-
SAN COSMO ALBANESE,199,6,-,-,-
SAN DEMETRIO CORONE,697,-,-,-,-
SAN DONATO DI NINEA,290,-,-,-,-
SAN FILI,579,6,-,-,-
SAN GIORGIO ALBANESE,398,6,-,-,-
SAN GIOVANNI IN FIORE,4267,34,-,-,-
SAN LORENZO BELLIZZI,79,-,-,-,-
SAN LORENZO DEL VALLO,549,-,-,-,-
SAN LUCIDO,1148,10,-,-,-
SAN MARCO ARGENTANO,1828,7,-,-,-
SAN MARTINO DI FINITA,265,-,-,-,-
SAN NICOLA ARCELLA,301,-,-,-,-
SAN PIETRO IN AMANTEA,137,-,-,-,-
SAN PIETRO IN GUARANO,1192,10,-,-,-
SAN SOSTI,443,7,-,-,-
SAN VINCENZO LA COSTA,737,-,-,-,-
SANGINETO,175,-,-,-,-
SANTA CATERINA ALBANESE,132,-,-,-,-
SANTA DOMENICA TALAO,80,-,-,-,-
SANTA MARIA DEL CEDRO,866,-,-,-,-
SANTA SOFIA D'EPIRO,330,7,-,-,-
SANT'AGATA DI ESARO,131,-,-,-,-
SANTO STEFANO DI ROGLIANO,685,-,-,-,-
SARACENA,934,6,-,-,-
SCALA COELI,48,-,-,-,-
SCALEA,2333,8,-,-,-
SCIGLIANO,225,-,-,-,-
SERRA D'AIELLO,170,-,-,-,-
SPEZZANO ALBANESE,1359,21,-,-,-
SPEZZANO DELLA SILA,1093,16,-,-,-
TARSIA,453,-,-,-,-
TERRANOVA DA SIBARI,1068,14,-,-,-
TERRAVECCHIA,104,-,-,-,-
TORANO CASTELLO,1027,22,-,-,-
TORTORA,986,9,-,-,-
TREBISACCE,2033,16,-,-,-
VACCARIZZO ALBANESE,260,-,-,-,-
VERBICARO,310,6,-,-,-
VILLAPIANA,883,-,-,-,-
ZUMPANO,848,-,-,-,-
