Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,210,-,-,-,-
ACQUAPPESA,375,-,-,-,-
ACRI,4017,35,-,-,-
AIELLO CALABRO,329,-,-,-,-
AIETA,68,-,-,-,-
ALBIDONA,378,-,-,-,-
ALESSANDRIA DEL CARRETTO,50,-,-,-,-
ALTILIA,198,-,-,-,-
ALTOMONTE,952,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,600,11,-,-,-
AMANTEA,4633,25,-,-,-
AMENDOLARA,308,-,-,-,-
APRIGLIANO,602,10,-,-,-
BELMONTE CALABRO,421,-,-,-,-
BELSITO,256,-,-,-,-
BELVEDERE MARITTIMO,1791,10,-,-,-
BIANCHI,379,-,-,-,-
BISIGNANO,2146,21,-,-,-
BOCCHIGLIERO,144,7,-,-,-
BONIFATI,407,7,-,-,-
BUONVICINO,349,-,-,-,-
CALOPEZZATI,487,-,-,-,-
CALOVETO,373,-,-,-,-
CAMPANA,285,7,-,-,-
CANNA,139,-,-,-,-
CARIATI,1236,16,-,-,-
CAROLEI,809,-,-,-,-
CARPANZANO,29,-,-,-,-
CASALI DEL MANCO,2775,24,-,-,-
CASSANO ALLO IONIO,4172,30,-,-,-
CASTIGLIONE COSENTINO,948,10,-,-,-
CASTROLIBERO,2659,18,-,-,-
CASTROREGIO,45,-,-,-,-
CASTROVILLARI,4333,31,-,-,-
CELICO,580,8,-,-,-
CELLARA,129,-,-,-,-
CERCHIARA DI CALABRIA,466,9,-,-,-
CERISANO,804,-,-,-,-
CERVICATI,191,-,-,-,-
CERZETO,325,-,-,-,-
CETRARO,2440,24,-,-,-
CIVITA,67,-,-,-,-
CLETO,289,-,-,-,-
COLOSIMI,405,-,-,-,-
CORIGLIANO-ROSSANO,22737,164,-,-,-
COSENZA,19291,154,-,-,-
CROPALATI,241,-,-,-,-
CROSIA,2669,17,-,-,-
DIAMANTE,911,8,-,-,-
DIPIGNANO,1297,11,-,-,-
DOMANICO,341,-,-,-,-
FAGNANO CASTELLO,460,6,-,-,-
FALCONARA ALBANESE,316,-,-,-,-
FIGLINE VEGLIATURO,353,-,-,-,-
FIRMO,336,-,-,-,-
FIUMEFREDDO BRUZIO,897,-,-,-,-
FRANCAVILLA MARITTIMA,643,-,-,-,-
FRASCINETO,453,-,-,-,-
FUSCALDO,1958,8,-,-,-
GRIMALDI,449,-,-,-,-
GRISOLIA,494,-,-,-,-
GUARDIA PIEMONTESE,449,-,-,-,-
LAGO,643,-,-,-,-
LAINO BORGO,458,-,-,-,-
LAINO CASTELLO,182,-,-,-,-
LAPPANO,182,-,-,-,-
LATTARICO,1069,6,-,-,-
LONGOBARDI,546,23,-,-,-
LONGOBUCCO,773,-,-,-,-
LUNGRO,357,6,-,-,-
LUZZI,2325,17,-,-,-
MAIERA',235,-,-,-,-
MALITO,192,-,-,-,-
MALVITO,336,8,-,-,-
MANDATORICCIO,545,-,-,-,-
MANGONE,509,-,-,-,-
MARANO MARCHESATO,1018,8,-,-,-
MARANO PRINCIPATO,747,-,-,-,-
MARZI,235,-,-,-,-
MENDICINO,2700,9,-,-,-
MONGRASSANO,481,6,-,-,-
MONTALTO UFFUGO,6920,28,-,-,-
MONTEGIORDANO,381,-,-,-,-
MORANO CALABRO,404,10,-,-,-
MORMANNO,270,11,-,-,-
MOTTAFOLLONE,184,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,155,-,-,-,-
ORSOMARSO,254,-,-,-,-
PALUDI,210,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3670,34,-,-,-
PAPASIDERO,41,-,-,-,-
PARENTI,577,-,-,-,-
PATERNO CALABRO,413,-,-,-,-
PEDIVIGLIANO,211,-,-,-,-
PIANE CRATI,351,-,-,-,-
PIETRAFITTA,218,-,-,-,-
PIETRAPAOLA,281,-,-,-,-
PLATACI,89,-,-,-,-
PRAIA A MARE,1083,7,-,-,-
RENDE,11551,55,-,-,-
ROCCA IMPERIALE,364,-,-,-,-
ROGGIANO GRAVINA,1470,17,-,-,-
ROGLIANO,1463,11,-,-,-
ROSE,1149,8,-,-,-
ROSETO CAPO SPULICO,197,-,-,-,-
ROTA GRECA,241,-,-,-,-
ROVITO,511,-,-,-,-
SAN BASILE,133,-,-,-,-
SAN BENEDETTO ULLANO,281,-,-,-,-
SAN COSMO ALBANESE,186,6,-,-,-
SAN DEMETRIO CORONE,664,-,-,-,-
SAN DONATO DI NINEA,269,-,-,-,-
SAN FILI,540,6,-,-,-
SAN GIORGIO ALBANESE,379,6,-,-,-
SAN GIOVANNI IN FIORE,4120,34,-,-,-
SAN LORENZO BELLIZZI,78,-,-,-,-
SAN LORENZO DEL VALLO,513,-,-,-,-
SAN LUCIDO,1023,10,-,-,-
SAN MARCO ARGENTANO,1730,7,-,-,-
SAN MARTINO DI FINITA,255,-,-,-,-
SAN NICOLA ARCELLA,290,-,-,-,-
SAN PIETRO IN AMANTEA,129,-,-,-,-
SAN PIETRO IN GUARANO,1106,9,-,-,-
SAN SOSTI,399,7,-,-,-
SAN VINCENZO LA COSTA,668,-,-,-,-
SANGINETO,169,-,-,-,-
SANTA CATERINA ALBANESE,128,-,-,-,-
SANTA DOMENICA TALAO,78,-,-,-,-
SANTA MARIA DEL CEDRO,832,-,-,-,-
SANTA SOFIA D'EPIRO,319,7,-,-,-
SANT'AGATA DI ESARO,125,-,-,-,-
SANTO STEFANO DI ROGLIANO,640,-,-,-,-
SARACENA,866,6,-,-,-
SCALA COELI,41,-,-,-,-
SCALEA,2235,8,-,-,-
SCIGLIANO,203,-,-,-,-
SERRA D'AIELLO,162,-,-,-,-
SPEZZANO ALBANESE,1298,21,-,-,-
SPEZZANO DELLA SILA,1051,14,-,-,-
TARSIA,426,-,-,-,-
TERRANOVA DA SIBARI,1013,13,-,-,-
TERRAVECCHIA,102,-,-,-,-
TORANO CASTELLO,977,20,-,-,-
TORTORA,901,9,-,-,-
TREBISACCE,1889,16,-,-,-
VACCARIZZO ALBANESE,247,-,-,-,-
VERBICARO,295,6,-,-,-
VILLAPIANA,855,-,-,-,-
ZUMPANO,824,-,-,-,-
