Data,Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati altri reparti,In isolamento domiciliare ultimi 30gg
20230212,BISIGNANO,2365,22,-,-,-
20230213,BISIGNANO,2365,22,-,-,-
20230214,BISIGNANO,2365,22,-,-,-
20230215,BISIGNANO,2365,22,-,-,-
20230216,BISIGNANO,2365,22,-,-,-
20230217,BISIGNANO,2366,22,-,-,-
20230218,BISIGNANO,2366,22,-,-,-
20230219,BISIGNANO,2366,22,-,-,-
20230220,BISIGNANO,2367,22,-,-,-
20230221,BISIGNANO,2367,22,-,-,-
20230222,BISIGNANO,2367,22,-,-,-
20230223,BISIGNANO,2367,22,-,-,-
20230224,BISIGNANO,2367,22,-,-,-
20230225,BISIGNANO,2367,22,-,-,-
20230226,BISIGNANO,2371,22,-,-,-
20230227,BISIGNANO,2371,22,-,-,-
20230228,BISIGNANO,2373,22,-,-,-
20230301,BISIGNANO,2374,22,-,-,-
20230302,BISIGNANO,2377,22,-,-,-
20230303,BISIGNANO,2377,22,-,-,-
20230304,BISIGNANO,2378,22,-,-,-
20230305,BISIGNANO,2378,22,-,-,-
20230306,BISIGNANO,2378,22,-,-,-
20230307,BISIGNANO,2378,22,-,-,-
20230308,BISIGNANO,2378,22,-,-,-
20230309,BISIGNANO,2378,22,-,-,-
20230310,BISIGNANO,2379,22,-,-,-
20230311,BISIGNANO,2379,22,-,-,-
20230312,BISIGNANO,2379,22,-,-,-
20230313,BISIGNANO,2379,22,-,-,-
20230314,BISIGNANO,2379,22,-,-,-
20230315,BISIGNANO,2379,22,-,-,-
20230316,BISIGNANO,2379,22,-,-,-
20230317,BISIGNANO,2382,23,-,-,-
20230318,BISIGNANO,2382,23,-,-,-
20230319,BISIGNANO,2382,23,-,-,-
20230320,BISIGNANO,2382,23,-,-,-
20230321,BISIGNANO,2382,23,-,-,-
20230322,BISIGNANO,2382,23,-,-,-
20230323,BISIGNANO,2382,23,-,-,-
20230324,BISIGNANO,2383,23,-,-,-
20230325,BISIGNANO,2383,23,-,-,-
20230326,BISIGNANO,2383,23,-,-,-
20230327,BISIGNANO,2383,23,-,-,-
20230328,BISIGNANO,2383,23,-,-,-
20230329,BISIGNANO,2383,23,-,-,-
20230330,BISIGNANO,2383,23,-,-,-
